"booking id","booking_date_time","distance_travelled","time_taken","commission_base_cost","driver_base_cost","total_tax","total_trip_cost","ratings"
"1477738101","43134.027083333","1","2","12","48","4.56","65","2"
"1922224589","43257.955555556","15","49","55.04","255.17","22.67","333","3"
"1392378093","43104.897916667","8","45","48.52","194.08","18.43","261","4"
"1635333816","43183.009027778","17","38","43.31","173.23","16.46","233","2"
"1605584977","43173.891666667","4","7","21.02","84.07","7.98","113.07","5"
"1516142007","43145.904166667","22","65","92.35","369.42","35.09","496.86","3"
"2008631164","43279.88125","29","90","87.55","385.18","35.02","508","5"
"1914952926","43255.959722222","2","4","37.16","148.62","14.12","200","5"
"2005413094","43278.898611111","10","45","49.06","196.25","18.66","264","5"
"1667104472","43193.06875","10","32","31.78","127.14","12.08","171","5"
"1522536952","43147.976388889","1","2","20","80","7.6","107.6","3"
"1848954145","43238.919444444","7","40","36.25","144.98","13.77","195","4"
"1415357190","43112.901388889","50","133","159.02","671.08","62.17","892","2"
"2005586757","43278.941666667","4","5","20.82","83.27","7.91","112","2"
"1491751597","43138.505555556","15","88","55.31","221.23","21.02","298","4"
"1600041513","43172.027083333","10","33","39.96","159.85","15.18","214.99","2"
"1490742591","43137.998611111","6","6","27.82","111.28","10.57","150","4"
"1490788047","43138.046527778","6","14","20.33","81.32","7.72","109","5"
"1587208414","43167.95625","16","55","45.4","181.6","17.25","244.25","4"
"2006787673","43279.488194444","10","56","53.53","214.13","20.35","288","3"
"1720414886","43208.791666667","48","109","221.88","922.51","86.07","1230","3"
"1929756985","43259.905555556","23","63","62.42","249.68","23.72","336","3"
"1809126600","43229.901388889","8","38","51.3","205.21","19.49","276","5"
"1536091637","43151.921527778","16","35","47.08","188.32","17.9","253.3","3"
"1666853808","43192.897222222","10","34","41.58","166.3","15.8","223.68","2"
"2008722810","43279.908333333","4","7","39.22","156.88","14.9","211","5"
"1432629232","43118.940277778","19","70","54.28","252.12","22.38","329","2"
"1679752792","43197.051388889","11","39","34.66","138.64","13.17","186.47","2"
"1510420166","43143.919444444","12","51","39.22","156.88","14.9","211","4"
"1731027834","43210.977777778","13","43","60.59","277.38","24.78","363","5"
"1890151985","43249.947222222","10","39","34.18","136.71","13","184","4"
"1653918226","43189.128472222","4","4","16.36","65.44","6.21","88.01","4"
"1944408969","43263.785416667","35","177","175.37","771.47","70.14","1017","4"
"2005469700","43278.896527778","5","42","54.54","218.16","20.73","293","4"
"1743368954","43213.908333333","10","51","52.38","209.51","19.91","282","5"
"1533216132","43151.009722222","2","3","19.4","77.6","7.37","104.37","3"
"1978774163","43271.918055556","10","47","57.17","228.66","21.72","308","5"
"1833935492","43235.074305556","10","7","36.65","146.6","13.93","197","3"
"1653544974","43188.909027778","15","52","60.42","241.68","22.96","325.06","4"
"1918432198","43256.920833333","8","42","42.24","168.96","16.05","227","4"
"1841302769","43236.920833333","9","33","33.61","134.43","12.76","181","5"
"1533224503","43151.01875","4","5","16.6","66.4","6.31","89.31","5"
"1951890209","43265.876388889","30","90","96.47","420.87","38.4","556","2"
"1848996978","43238.932638889","32","75","99.44","432.77","39.54","572","3"
"1432845201","43119.161111111","14","32","36.04","144.16","13.7","194","1"
"1925796245","43259.088888889","31","45","76.9","377.6","32.72","487","4"
"1863815877","43242.999305556","26","49","66.73","266.91","25.36","359","3"
"1982863307","43272.940277778","15","49","80.62","357.5","32.39","471","2"
"1925518847","43258.902777778","18","49","74.91","299.63","28.46","403","5"
"1445656402","43122.963888889","5","18","20.92","83.68","7.94","113","5"
"1717561893","43208.020833333","2","3","18.4","73.61","6.99","99","5"
"1875501499","43246.075","1","2","13.2","52.79","5.02","71","4"
"1451766996","43125.063888889","1","5","17.26","69.03","6.56","93","4"
"1890166531","43249.957638889","4","29","23.98","95.92","9.12","129","5"
"1760517689","43217.886805556","12","55","60.22","240.9","22.89","324","5"
"2005657999","43278.973611111","36","73","121.85","522.39","48.05","692","2"
"1590261474","43168.909722222","3","8","21.56","86.25","8.19","116","1"
"1599842177","43171.907638889","2","4","17.84","71.38","6.78","96","4"
"1717365122","43207.925","28","64","91.08","364.32","34.62","490.02","5"
"1941793443","43262.970833333","6","43","30.11","120.45","11.44","162","4"
"1672797053","43194.911111111","30","55","98.96","465.82","41.12","605.9","4"
"1545483831","43154.929861111","20","73","75.83","338.3","30.57","444.7","5"
"1948583402","43264.944444444","5","7","31.78","127.14","12.08","171","3"
"1929850689","43259.925","32","87","112.1","448.42","42.6","603","5"
"1646863391","43186.878472222","5","32","37.29","149.18","14.18","200.65","3"
"1650820969","43188.358333333","9","28","37.71","150.86","14.33","202.9","5"
"1432642705","43118.947222222","7","39","33.99","135.94","12.92","183","5"
"1409077523","43110.969444444","14","44","39.88","159.52","15.16","215","1"
"1581040806","43166.076388889","5","5","18.4","73.6","6.99","98.99","2"
"1595971682","43170.849305556","5","27","29.26","117.04","11.12","157.42","5"
"1713873786","43206.93125","4","34","24.88","99.52","9.46","133.86","4"
"1672746123","43194.897916667","4","33","26.02","104.09","9.88","139.99","1"
"1448370752","43123.9125","4","40","32.59","130.37","12.39","175","1"
"1510683483","43144.174305556","5","5","16.85","67.42","6.4","90.67","4"
"1406367273","43110.1125","9","29","35.37","141.5","13.45","190","5"
"1448475097","43123.957638889","8","35","35.13","140.51","13.35","189","5"
"1971208107","43269.919444444","13","49","66.17","264.69","25.14","356","5"
"1415531791","43112.938194444","10","59","39.58","158.32","15.04","213","5"
"1593488476","43169.9375","12","36","39.92","159.68","15.16","214.76","5"
"1891288703","43250.491666667","13","56","0.15","170.08","8.53","179","5"
"1415615433","43112.974305556","3","10","22","88","8.36","118","5"
"1751559197","43216.004861111","1","2","16.54","66.17","6.29","89","5"
"1696421498","43201.984027778","12","35","41.82","167.29","15.89","225","2"
"1545494600","43154.93125","10","39","38.6","154.4","14.67","207.67","5"
"1653670281","43188.928472222","6","33","34.02","136.08","12.92","183.02","5"
"OSN_856838453","43139.010416667","2","10.98","12.77","51.09","4.85","69","3"
"1643971669","43185.891666667","7","56","48.7","194.79","18.51","262","5"
"2010127014","43280.542361111","42","52","305.6","1222.4","116.12","1644","4"
"1945344722","43264.106944444","10","32","44.98","179.93","17.1","242","2"
"1660056114","43190.927083333","12","33","45.12","280.46","22.14","347.72","4"
"1410375663","43111.584027778","6","37","31.29","125.18","11.89","168","5"
"1863641113","43242.909722222","7","34","46.84","187.36","17.8","252","1"
"1490814776","43138.104166667","9","20","26.68","106.72","10.14","144","4"
"1875513017","43246.09375","2","2","13.2","52.79","5.02","71","5"
"1380287775","43101.124305556","19","55","69.11","276.44","26.26","372","4"
"1892098656","43250.684722222","22","88","65.72","262.88","24.96","354","4"
"1542023945","43153.884027778","6","44","33.8","135.2","12.84","182","5"
"1780997713","43222.882638889","9","35","50.37","201.49","19.14","271","5"
"1516432564","43146.072916667","9","18","24.66","98.65","9.38","132.69","4"
"1725562528","43209.9","31","78","96.48","420.92","38.42","556","4"
"1409042234","43110.94375","4","28","22.84","91.36","8.68","123","2"
"1522374377","43147.924305556","2","23","20.03","80.11","7.62","107.76","4"
"1659283155","43190.785416667","21","0","108.4","433.6","41.2","583.2","3"
"1493672171","43138.910416667","2","5","20.09","80.36","7.64","108","2"
"1487690242","43136.904861111","9","44","51.5","205.99","19.58","277","4"
"1403521536","43108.888194444","10","37","38.15","152.59","14.5","205","4"
"OSN_1012174009","43245.879166667","4","27.67","7.43","29.74","2.83","40","5"
"1675883030","43195.938194444","4","24","27.1","108.39","10.3","145.79","5"
"1902231701","43253.054166667","6","6","24.64","98.56","9.37","133","5"
"1699656946","43202.904166667","16","49","49.4","197.6","18.77","265.77","4"
"1699637260","43202.895138889","3","9","21.38","85.5","8.13","115.01","4"
"1487802673","43136.945138889","30","77","96.25","384.99","36.58","518","4"
"1429520085","43117.935416667","2","4","13.48","53.92","5.13","73","5"
"1721448533","43208.927777778","4","29","23.86","95.44","9.06","128","5"
"1487949590","43137.046527778","6","6","19.12","76.48","7.26","103","4"
"1860610716","43241.971527778","37","71","102.34","444.36","40.64","587","5"
"OSN_921462645","43185.888888889","30","97.05","89.73","358.94","34.1","483","4"
"1860620453","43241.977083333","10","23","30.59","122.35","11.62","165","4"
"1819675922","43231.926388889","28","54","126.56","506.24","48.09","681","4"
"1481091506","43135.191666667","3","3","20.47","81.88","7.77","110","4"
"1945276359","43264.000694444","4","5","16.66","66.64","6.33","90","3"
"1542201943","43153.952083333","7","37","30","120","11.4","161.4","4"
"1820079597","43232.0375","10","34","36.99","147.95","14.06","199","4"
"1922144915","43257.920138889","9","51","66.62","266.48","25.31","358","2"
"1833811512","43234.968055556","6","25","33.01","132.04","12.54","178","4"
"1522398557","43147.920833333","7","42","34.4","137.6","13.07","185.07","5"
"1587333298","43168.05","7","25","31.37","125.5","11.93","168.8","3"
"1897609682","43251.961805556","16","46","60.7","277.8","24.82","363","3"
"1403559106","43108.888888889","20","48","57.69","230.77","21.92","310","4"
"1513287075","43145.039583333","11","33","32.98","131.92","12.54","177.44","4"
"1971397425","43270.006944444","3","4","26.77","107.06","10.17","144","2"
"1599997744","43171.991666667","2","3","16.31","65.26","6.2","87.77","4"
"1785589665","43224.15","2","3","17.8","71.2","6.76","96","4"
"1656362477","43189.827777778","6","48","37.46","149.86","14.23","201.55","5"
"1945170494","43263.934027778","4","5","29.87","119.49","11.35","161","3"
"1541991378","43153.877083333","22","73","68.67","274.66","26.09","369.42","4"
"1488011799","43137.18125","5","5","17.21","68.83","6.54","93","5"
"OSN_923002517","43186.876388889","2","17.63","7.25","29","2.75","39","2"
"1561929002","43159.895138889","2","5","21.52","86.06","8.17","116","4"
"1513054381","43144.900694444","7","37","33.9","135.62","12.88","182.4","4"
"1406285478","43109.990277778","6","29","26.02","104.08","9.88","140","5"
"1730747715","43210.905555556","1","5","16.4","65.58","6.24","88","5"
"1631819233","43181.895138889","5","37","55.95","223.79","21.26","301","5"
"1893647957","43250.884027778","12","49","50.93","203.72","19.36","274","4"
"1809199446","43229.920833333","13","48","73.61","294.42","27.97","396","3"
"1429678788","43118.030555556","20","40","54.31","217.25","20.64","292","3"
"1999087347","43276.907638889","14","34","84.2","371.81","33.76","490","1"
"1676053326","43196.072222222","3","3","17.67","70.68","6.71","95.06","4"
"2012793897","43281.095138889","6","6","24.32","97.28","9.24","131","4"
"1395354820","43106.161805556","12","29","48.53","194.12","18.45","261","2"
"1889991108","43249.898611111","32","66","127.3","579.18","51.87","758","4"
"1622771917","43179.113194444","7","7","32.25","128.98","12.26","173.49","5"
"1469154214","43130.891666667","19","91","70.69","317.77","28.61","417","4"
"1814275960","43231.0125","5","6","23.98","95.91","9.12","129","5"
"1429649097","43118.001388889","18","55","47.74","190.96","18.14","257","5"
"1448497358","43123.9625","6","30","30.84","123.38","11.72","166","2"
"1496568785","43139.899305556","6","45","37.27","149.09","14.16","201","4"
"1644139526","43185.970138889","6","33","33.52","134.07","12.73","180.32","5"
"1801685136","43227.90625","7","40","35.13","140.52","13.35","189","3"
"2002309010","43277.903472222","14","55","80.11","320.45","30.44","431","5"
"1599752918","43171.883333333","3","17","22.36","89.44","8.5","120.3","4"
"1730971782","43210.952083333","11","38","48.54","194.15","18.45","261","5"
"1784878949","43223.915277778","23","57","73.31","293.26","27.86","394","2"
"1587004165","43167.895138889","3","7","16.4","65.6","6.23","88.23","4"
"1863560845","43242.886111111","31","80","97.52","425.08","38.8","561","4"
"1690027951","43200.092361111","5","22","23.35","93.42","8.88","126","5"
"1395011678","43105.890972222","11","48","42.19","168.75","16.03","227","2"
"1725865025","43209.969444444","20","59","62.92","286.68","25.66","375","4"
"1925491455","43258.895833333","11","37","48.11","192.44","18.28","259","3"
"1587208243","43167.958333333","12","36","39.73","158.92","15.1","213.75","3"
"1890162802","43249.963888889","14","42","39.96","159.85","15.18","215","5"
"1805593459","43229.076388889","5","5","27.32","109.3","10.39","147","3"
"1894097788","43251.017361111","27","48","66.6","266.4","25.31","358","3"
"1902258806","43253.091666667","4","4","16.36","65.44","6.21","88","2"
"1653644329","43188.926388889","2","4","19.27","77.07","7.32","103.66","4"
"OSN_902956833","43171.8875","3","24.35","10.22","40.89","3.88","55","3"
"2012842498","43281.19375","15","32","54.09","251.36","22.31","328","3"
"1631785177","43181.89375","8","25","62.43","249.74","23.72","335.89","4"
"1488004357","43137.167361111","2","14","17.22","68.89","6.54","93","5"
"1393934801","43105.663194444","2","3","13.06","52.24","4.96","70","5"
"1941633981","43262.911805556","12","55","66.12","264.48","25.12","356","5"
"1511401818","43144.490972222","4","28","26.91","107.66","10.22","144.79","5"
"1445570531","43122.930555556","3","23","30.49","121.95","11.58","164","1"
"1599896409","43171.936111111","31","77","96.92","422.68","38.58","558.18","5"
"1580905327","43165.945833333","11","54","43.2","172.8","16.42","232.42","5"
"1451628106","43124.95625","4","6","16.72","66.88","6.35","90","5"
"1635460567","43183.184722222","27","48","67.29","269.14","25.57","362","2"
"1415661758","43112.999305556","3","6","31.37","125.49","11.92","169","2"
"1513059973","43144.906944444","7","42","31","124","11.78","166.78","4"
"1813818187","43230.909722222","20","71","76.89","342.54","30.97","450","2"
"1914861606","43255.925694444","5","33","66.88","267.52","25.42","360","4"
"1581041908","43166.08125","8","27","33.98","135.91","12.92","182.81","4"
"2002404487","43277.945138889","4","5","33.26","133.03","12.64","179","5"
"1805484462","43228.979861111","8","30","39.04","156.16","14.84","210","4"
"1586989291","43167.894444444","4","31","27.1","108.4","10.3","145.8","3"
"1813979108","43230.928472222","14","43","66.72","266.88","25.35","359","5"
"1890043817","43249.90625","50","104","204.64","853.55","79.52","1138","4"
"1519260083","43146.953472222","12","44","38.08","152.32","14.47","204.87","2"
"1474582593","43132.955555556","19","47","47.26","189.04","17.96","254","4"
"1781684476","43223.350694444","6","36","36.84","147.35","14","198","5"
"1875333716","43245.966666667","10","33","53.89","215.57","20.48","290","1"
"1406065821","43109.886805556","6","26","25.48","101.92","9.68","137","4"
"1597559715","43171.446527778","4","9","23.42","93.68","8.9","126","5"
"1848943597","43238.915972222","17","49","54.64","218.56","20.77","294","4"
"1643947523","43185.890972222","7","48","43.31","173.23","16.46","233","4"
"1837614235","43235.918055556","20","72","66.99","302.96","27.21","397","4"
"1466789408","43130.076388889","1","2","13.02","52.06","4.94","70","4"
"1922121951","43257.913888889","10","40","64.13","256.5","24.37","345","3"
"1451737442","43125.030555556","4","5","21.83","87.31","8.3","117","5"
"1785189429","43223.963888889","2","3","13.38","53.53","5.09","72","3"
"1863687429","43242.922222222","3","5","19","76","7.22","102","5"
"1755317008","43216.89375","15","44","58.64","234.55","22.29","315","5"
"1496835116","43140.025","2","3","13.3","53.2","5.05","72","4"
"1699549235","43202.888888889","7","40","42.37","169.49","16.1","227.96","5"
"1487903643","43137.003472222","31","57","94.13","436.5","38.77","569","4"
"1669838586","43193.947222222","4","25","26.77","107.06","10.17","144","4"
"1721767146","43209.153472222","5","4","17.1","68.4","6.5","92","4"
"1471841928","43131.940972222","16","40","49.04","196.17","18.64","264","4"
"1721977670","43209.3375","20","53","55.96","223.84","21.26","301","4"
"1716232906","43207.728472222","11","32","50.82","273.28","22.8","346.9","1"
"1448340515","43123.895833333","32","99","97.86","426.44","38.93","563","5"
"1692971305","43200.944444444","5","7","20.26","81.04","7.7","109","3"
"1950826259","43265.725","10","33","42.1","168.41","16","227","4"
"1519196458","43146.929166667","8","43","41.91","167.64","15.92","225.47","4"
"1580904756","43165.95","16","42","48.16","192.64","18.3","259.1","5"
"1577973745","43164.942361111","17","59","48","227","19.99","294.99","3"
"1392606611","43105.048611111","11","19","33.63","134.52","12.78","181","3"
"1647200339","43187.066666667","10","33","36.99","147.95","14.06","199","3"
"2006519305","43279.436111111","27","76","152.33","679.3","61.38","893","2"
"OSN_844765469","43130.8875","32","108.88","64.52","286.07","25.91","377","4"
"1841524278","43237.060416667","6","5","18.22","72.88","6.92","98","4"
"2012760677","43281.057638889","19","42","52.6","210.41","19.99","283","4"
"1833596264","43234.899305556","5","25","26.34","105.34","10","142","3"
"1406256790","43109.967361111","28","65","85.97","343.86","32.66","462","4"
"1743447855","43213.929861111","20","63","82.29","364.15","33.02","479","2"
"1609318568","43174.968055556","21","55","64.43","257.7","24.49","346.62","5"
"1411895806","43111.891666667","14","59","44.38","177.52","16.87","239","5"
"1863622487","43242.908333333","2","5","15.24","60.97","5.79","82","2"
"1490561073","43137.90625","6","45","36.9","147.58","14.02","199","4"
"1609319598","43174.963888889","4","5","20.26","81.04","7.7","109","1"
"1519339219","43147.009027778","1","2","16.48","65.94","6.27","89","4"
"1725669771","43209.909027778","14","52","50.88","203.53","19.34","274","5"
"1805412660","43228.936111111","13","42","37.92","151.67","14.41","204","3"
"1751191790","43215.895138889","13","40","61.12","244.48","23.22","329","4"
"1540943792","43153.660416667","29","63","90.45","421.82","37.38","549.65","5"
"1587038188","43167.895138889","31","80","91.02","424.08","37.58","552.68","4"
"1622771389","43179.1125","4","5","25.48","101.94","9.69","137.11","1"
"1747114569","43214.902777778","13","38","51.22","204.88","19.46","276","3"
"1781308214","43222.986805556","1","2","16.29","65.18","6.19","88","4"
"1983011556","43273.0125","5","5","26.21","104.83","9.96","141","3"
"1412247250","43112.088888889","26","42","59.17","296.66","25.48","381","5"
"1952294768","43266.016666667","4","4","15.52","62.08","5.89","83","3"
"1860775832","43242.2125","2","3","13.38","53.53","5.09","72","2"
"1692834418","43200.902083333","0","2","15","60","5.7","80.7","3"
"1545364225","43154.900694444","16","44","62.17","248.69","23.62","334","4"
"1580715099","43165.875694444","22","63","65.64","262.57","24.95","353.16","3"
"1426818114","43117.094444444","2","2","12.58","50.31","4.78","68","4"
"1675903282","43195.945833333","28","62","83.68","334.72","31.8","450","4"
"1423816493","43116.011111111","6","6","19.12","76.48","7.26","103","1"
"1415251929","43112.88125","9","44","58.56","234.22","22.25","315","3"
"1809167904","43229.909722222","33","69","114.31","527.25","46.94","689","5"
"1555940119","43157.910416667","4","8","22.71","90.86","8.63","122.2","5"
"1930018749","43259.983333333","19","48","65.43","261.71","24.87","352","5"
"1490661199","43137.947916667","15","37","46.96","187.84","17.84","253","2"
"1699765033","43202.938888889","13","43","40.15","160.59","15.26","216","5"
"1644017024","43185.907638889","10","33","45.15","180.6","17.16","242.91","4"
"1721514448","43208.946527778","2","3","23.98","95.91","9.12","129","5"
"1930102098","43260.029861111","2","2","18.4","73.61","6.99","99","4"
"OSN_1025535471","43257.901388889","4","30.73","22.48","89.93","8.55","121","1"
"1613088578","43175.929166667","30","79","99.74","458.95","40.9","599.59","3"
"1647451617","43187.35","18","60","69.31","277.25","26.34","372.9","4"
"1539393779","43153.147222222","4","4","16.4","65.6","6.23","88.23","4"
"OSN_1041705879","43272.889583333","12","52.43","23.98","95.91","9.12","129","4"
"2005404965","43278.883333333","4","40","39.96","159.85","15.18","215","5"
"1426816724","43117.092361111","1","2","13.88","55.5","5.28","75","2"
"1582750842","43166.692361111","19","80","63.26","253.04","24.04","340.34","4"
"1471993469","43132.061805556","9","20","26.56","106.24","10.1","143","4"
"1802188972","43228.309722222","34","139","137.97","551.89","52.44","742","2"
"1866970403","43243.895138889","30","92","88.29","388.16","35.3","512","5"
"1673661884","43195.433333333","36","0","179.8","719.2","68.32","967.32","4"
"1471971472","43132.030555556","5","5","22.39","89.54","8.51","120","4"
"1599809002","43171.903472222","21","68","65.68","262.73","24.96","353.37","2"
"2012782794","43281.071527778","2","2","17.28","69.12","6.57","93","5"
"1893743536","43250.897222222","7","28","46.72","186.88","17.74","251","5"
"1632054535","43182.023611111","26","52","90.09","360.35","34.24","484.68","2"
"1435997408","43119.991666667","30","64","99.1","456.4","40.66","596","5"
"1667011788","43192.969444444","20","64","59.14","271.54","24.23","355","5"
"1866991864","43243.895833333","9","29","41.71","166.84","15.84","224","4"
"1894097993","43251.020138889","4","4","15.99","63.94","6.08","86","5"
"1631942947","43181.953472222","8","33","39.5","157.99","15.01","212.5","3"
"1590297122","43168.916666667","20","84","65.24","295.97","26.54","387.75","3"
"1513336124","43145.1375","1","2","12.04","48.16","4.58","64.78","4"
"1409148420","43111.002083333","8","30","34.11","136.43","12.96","184","5"
"1974952800","43270.915277778","15","56","69.18","276.71","26.29","372","3"
"1841567636","43237.154166667","26","36","63.74","254.94","24.22","343","3"
"1918526647","43256.967361111","15","52","43.12","207.48","18.13","269","4"
"1897791181","43252.172222222","5","5","17.47","69.89","6.63","94","4"
"1516290202","43145.964583333","1","3","18.11","72.43","6.88","97.42","4"
"1925530869","43258.907638889","3","22","31.33","125.33","11.9","169","3"
"OSN_1038472475","43270.025","2","6.42","22.84","91.38","8.68","123","2"
"1436127021","43120.114583333","1","2","16.48","65.94","6.27","89","5"
"1409164578","43111.022222222","21","45","60.67","242.68","23.05","326","5"
"1609335152","43174.970833333","8","32","28.96","115.84","11","155.8","5"
"1743322712","43213.9","11","49","52.15","208.61","19.82","281","5"
"1866952348","43243.884722222","8","49","36.44","145.76","13.85","196","2"
"1675723498","43195.896527778","5","34","36.76","147.03","13.97","197.76","3"
"1872139164","43245.561805556","28","41","220.2","880.8","83.68","1185","1"
"2005757002","43279.134027778","10","27","29.04","116.16","11.02","156","5"
"1814351535","43231.120138889","10","35","37.32","149.28","14.18","201","3"
"1426575014","43116.909722222","23","64","62.44","249.76","23.73","336","5"
"1696348778","43201.943055556","4","6","16.91","67.66","6.42","90.99","5"
"1893695026","43250.897916667","7","48","42.94","171.74","16.32","231","5"
"1978714400","43271.907638889","16","54","69.41","277.66","26.37","373","2"
"1474538773","43132.934722222","2","5","14.56","58.26","5.53","78","4"
"1392636534","43105.130555556","1","2","16.32","65.28","6.2","88","4"
"1653440119","43188.891666667","22","56","76.62","306.49","29.11","412.22","5"
"1587332592","43168.049305556","4","18","24.48","97.92","9.3","131.7","5"
"1886641724","43248.904861111","2","5","24.57","98.29","9.33","132","5"
"1406292853","43109.994444444","1","2","12.28","49.12","4.67","66","5"
"1587055417","43167.899305556","20","69","56.93","227.71","21.64","306.28","5"
"1490504664","43137.911111111","31","83","76.48","365.93","32.07","474","5"
"1922345583","43258.047222222","5","5","22.36","89.44","8.49","120","4"
"1701467209","43203.6","3","5","24.85","99.42","9.44","133.71","3"
"1635306258","43182.988194444","8","24","33.11","132.43","12.58","178.12","4"
"2002521354","43278.054861111","50","91","117.29","504.14","46.32","668","5"
"OSN_921454761","43185.893055556","5","38.67","6.52","26.1","2.48","35","5"
"1403683406","43108.942361111","14","40","38.2","152.8","14.52","206","5"
"1432735716","43118.995138889","3","4","19.34","77.36","7.35","104","5"
"1948713838","43265.035416667","13","34","41.26","165.06","15.68","222","2"
"1471826128","43131.935416667","15","54","43.6","174.4","16.57","235","4"
"1975050909","43270.939583333","8","30","41.08","164.31","15.61","221","5"
"1897407898","43251.895138889","4","35","33.2","132.81","12.62","179","2"
"1761271487","43218.047222222","29","44","71.26","285.06","27.08","383","4"
"1429369840","43117.880555556","7","52","36.31","145.25","13.8","195","5"
"1945068289","43263.915277778","15","51","56.73","226.94","21.56","305","3"
"1513259783","43145.010416667","16","34","39.52","158.08","15.01","212.61","2"
"2005473364","43278.901388889","1","5","17.78","71.14","6.76","96","3"
"1925524450","43258.90625","4","9","27.72","110.88","10.53","149","3"
"1395028415","43105.900694444","8","49","37.01","148.02","14.06","199","3"
"1487876779","43136.988888889","20","55","59.12","236.48","22.46","318","4"
"1679350233","43196.903472222","8","47","44.16","176.66","16.78","237.6","4"
"1755628986","43216.939583333","15","39","48.07","192.29","18.26","259","5"
"1562250832","43160.01875","21","45","62.45","249.82","23.73","336","5"
"1951940189","43265.885416667","7","45","50.37","201.49","19.14","271","1"
"1542288548","43154.000694444","18","42","51.52","206.08","19.58","277.18","5"
"1609174922","43174.900694444","6","42","35.13","140.52","13.35","189","3"
"1496588567","43139.898611111","6","45","33.9","135.62","12.88","182","4"
"1952223793","43265.972916667","4","28","38.39","153.54","14.59","207","5"
"1395275063","43106.015972222","36","60","96.11","444.44","39.52","580","5"
"1945285022","43264.016666667","9","25","40.27","161.09","15.3","217","4"
"1751382379","43215.960416667","29","84","120.62","482.47","45.84","649","2"
"1979041521","43272.129166667","6","5","17.42","69.7","6.63","94","3"
"1600013347","43171.998611111","12","34","43.49","173.98","16.53","234","3"
"1599851739","43171.917361111","3","6","20.82","83.27","7.91","112","3"
"1890216231","43249.992361111","29","72","103.84","415.36","39.46","559","4"
"1580991794","43166.005555556","1","2","16.4","65.6","6.23","88.23","4"
"1474612496","43132.974305556","31","70","97.43","389.72","37.03","524","4"
"1602939812","43173.113194444","8","27","32.9","131.61","12.5","177.01","5"
"1983065199","43273.119444444","10","27","33.64","134.58","12.79","181","1"
"1805402860","43228.934027778","8","34","33.62","134.48","12.77","181","5"
"OSN_1040669179","43271.970138889","6","25.75","26.86","107.43","10.2","144","5"
"1647028387","43186.925694444","6","38","29.08","116.32","11.06","156.46","5"
"1491812301","43138.513194444","9","62","39.04","156.16","14.84","210","4"
"1496649438","43139.922916667","7","47","40.3","161.21","15.31","217","2"
"1875165062","43245.91875","7","35","51.52","206.08","19.57","277","5"
"1556072816","43157.970833333","20","62","55.23","255.92","22.74","333.89","4"
"1801944390","43228.002777778","11","33","46.07","184.3","17.51","248","4"
"1613126701","43175.925","11","38","40.15","160.59","15.26","216","3"
"1519370921","43147.041666667","7","21","24.58","98.32","9.34","132.24","4"
"1609288289","43174.945833333","20","70","63.34","288.37","25.82","377.53","5"
"1609283715","43174.94375","15","57","50.67","202.66","19.25","272.58","4"
"1522425138","43147.933333333","8","39","35.4","141.6","13.45","190.45","4"
"1689893616","43199.966666667","11","37","33.94","135.76","12.9","182.6","1"
"1412063053","43111.929861111","6","38","36.7","146.8","13.95","197","3"
"1870732111","43245.110416667","3","4","20.82","83.27","7.91","112","5"
"1609348228","43174.979861111","7","28","31.11","124.42","11.82","167.35","5"
"1451640312","43124.963194444","7","38","30.04","120.16","11.42","162","5"
"1897624179","43251.970138889","2","3","13.38","53.53","5.09","72","4"
"1415394720","43112.920833333","4","43","38.72","154.89","14.7","208","1"
"1451779892","43125.081944444","9","20","25.46","101.84","9.68","137","3"
"1678360293","43196.788888889","4","26","25.76","103.04","9.8","138.6","4"
"1893576120","43250.871527778","31","79","123.82","495.28","47.04","666","2"
"1490393986","43137.861805556","15","67","97.05","388.21","36.88","522","1"
"1922298012","43258.000694444","27","52","68.96","275.84","26.2","371","3"
"1978847569","43271.950694444","27","52","87.92","351.67","33.41","473","4"
"1625881657","43180.0125","11","33","45.79","183.17","17.4","246.36","3"
"1469505618","43131.213194444","7","6","20.2","80.8","7.68","109","5"
"1743378109","43213.915972222","6","40","39.31","157.26","14.94","212","4"
"1580846253","43165.921527778","4","9","22","88","8.36","118.36","1"
"1583829422","43166.942361111","4","6","16.48","65.92","6.27","88.67","5"
"1599821408","43171.899305556","1","1","12.3","49.2","4.67","66.17","3"
"1409227976","43111.132638889","8","29","33.25","133.01","12.63","179","2"
"1536094083","43151.9375","12","43","37.6","150.4","14.29","202.29","4"
"1809053974","43229.882638889","3","19","51.16","204.62","19.44","275","2"
"1785069674","43223.952777778","34","74","94.42","412.7","37.64","545","4"
"1628751730","43180.896527778","4","8","51.57","206.28","19.59","277.44","3"
"1801806688","43227.942361111","4","25","31.55","126.22","11.99","170","3"
"1870664331","43245.0125","5","5","17.1","68.4","6.5","92","5"
"1901764181","43252.880555556","52","192","242.62","1005.48","93.96","1342","3"
"2005730711","43279.061111111","4","4","15.99","63.94","6.08","86","3"
"1852567390","43239.909027778","12","33","81.24","324.98","30.86","437","4"
"1587341700","43168.064583333","5","23","24.57","98.28","9.34","132.19","5"
"1600093201","43172.129166667","6","5","18.82","75.28","7.15","101.25","2"
"1406322594","43110.027083333","5","16","24.18","96.72","9.2","130","2"
"1978778030","43271.922916667","3","5","22.07","88.28","8.38","119","4"
