City,Zone,Week Number,Day,4 hour windows,Date,Time stamp date,Demand,Fulfilment %,Avg. Price,Avg. Trip Size,Cancellation % (Total),Driver Cancellation%,Customer Cancellation %,Avg. ETA,
Bengaluru,Zone 5,3,5,16:00 to 20:00,15-07-2019,15/07/2019 16:43:07,1948,73,160,6,21.8,4.2,17.6,12.3,
Bengaluru,Zone 5,3,5,20:00 to 00:00,15-07-2019,15/07/2019 23:39:04,2051,66,203,10,19.2,3.7,15.5,10.4,
Bengaluru,Zone 5,3,6,00:00 to 04:00,16-07-2019,16/07/2019 02:56:56,2064,70,200,13,22.8,4.4,18.4,11.3,
Bengaluru,Zone 5,3,6,04:00 to 08.00,16-07-2019,16/07/2019 05:39:40,1987,73,90,6,20.0,3.9,16.2,11.7,
Bengaluru,Zone 5,3,6,08:00 to 12:00,16-07-2019,16/07/2019 09:52:09,2091,67,167,14,20.4,3.9,16.5,12.3,
Bengaluru,Zone 5,3,6,12:00 to 16:00,16-07-2019,16/07/2019 14:48:09,2031,72,101,8,21.7,4.2,17.5,13.7,
Bengaluru,Zone 5,3,6,16:00 to 20:00,16-07-2019,16/07/2019 18:54:02,2055,72,171,5,19.9,3.8,16.1,12.4,
Bengaluru,Zone 5,3,6,20:00 to 00:00,16-07-2019,16/07/2019 20:51:28,1904,73,202,12,19.2,3.7,15.5,12.2,
Bengaluru,Zone 5,3,7,00:00 to 04:00,17-07-2019,17/07/2019 03:39:37,2011,70,199,5,19.4,3.7,15.7,11.2,
Bengaluru,Zone 5,3,7,04:00 to 08.00,17-07-2019,17/07/2019 04:59:53,1913,72,96,11,20.0,3.9,16.2,11.8,
Bengaluru,Zone 5,3,7,08:00 to 12:00,17-07-2019,17/07/2019 11:35:18,2053,66,166,4,21.6,4.2,17.4,10.6,
Bengaluru,Zone 5,3,7,12:00 to 16:00,17-07-2019,17/07/2019 14:35:57,1915,68,101,11,19.9,3.8,16.1,13.9,
Bengaluru,Zone 5,3,7,16:00 to 20:00,17-07-2019,17/07/2019 18:24:00,1925,72,177,13,19.8,3.8,16.0,13.4,
Bengaluru,Zone 5,3,7,20:00 to 00:00,17-07-2019,17/07/2019 22:04:55,2078,72,201,16,20.8,4.0,16.8,11.2,
Bengaluru,Zone 6,3,1,00:00 to 04:00,11-07-2019,11/07/2019 01:55:37,2011,70,192,11,25.1,4.8,20.3,10.3,
Bengaluru,Zone 6,3,1,04:00 to 08.00,11-07-2019,11/07/2019 04:26:50,1902,73,100,17,34.0,6.5,27.5,10.3,
Bengaluru,Zone 6,3,1,08:00 to 12:00,11-07-2019,11/07/2019 11:29:15,1955,67,178,11,26.9,5.2,21.7,9.5,
Bengaluru,Zone 6,3,1,12:00 to 16:00,11-07-2019,11/07/2019 13:53:15,2087,69,100,18,25.3,4.9,20.4,12.3,
Bengaluru,Zone 6,3,1,16:00 to 20:00,11-07-2019,11/07/2019 19:19:07,2050,68,169,8,30.4,5.8,24.5,12.0,
Bengaluru,Zone 6,3,1,20:00 to 00:00,11-07-2019,11/07/2019 22:04:01,2013,71,201,13,31.4,6.1,25.4,14.1,
Bengaluru,Zone 6,3,2,00:00 to 04:00,12-07-2019,12/07/2019 02:48:05,1914,74,199,16,24.1,4.6,19.4,13.5,
Bengaluru,Zone 6,3,2,04:00 to 08.00,12-07-2019,12/07/2019 04:59:11,2011,67,99,15,23.8,4.6,19.2,13.0,
Bengaluru,Zone 6,3,2,08:00 to 12:00,12-07-2019,12/07/2019 08:24:18,2037,67,177,15,31.2,6.0,25.2,15.8,
Bengaluru,Zone 6,3,2,12:00 to 16:00,12-07-2019,12/07/2019 13:23:42,2044,69,93,15,23.8,4.6,19.3,15.7,
Bengaluru,Zone 6,3,2,16:00 to 20:00,12-07-2019,12/07/2019 18:58:00,1996,67,172,12,30.3,5.8,24.5,12.2,
Bengaluru,Zone 6,3,2,20:00 to 00:00,12-07-2019,12/07/2019 21:24:06,1942,66,206,15,33.4,6.4,27.0,12.3,
Bengaluru,Zone 6,3,4,00:00 to 04:00,14-07-2019,14/07/2019 01:40:06,1909,74,199,12,33.7,6.5,27.2,10.3,
Bengaluru,Zone 6,3,4,04:00 to 08.00,14-07-2019,14/07/2019 06:51:02,1963,74,96,12,30.2,5.8,24.4,12.3,
Bengaluru,Zone 6,3,4,08:00 to 12:00,14-07-2019,14/07/2019 08:42:22,2002,67,170,9,32.5,6.3,26.2,10.7,
Bengaluru,Zone 6,3,4,12:00 to 16:00,14-07-2019,14/07/2019 14:53:36,1934,72,98,15,23.0,4.4,18.6,12.5,
Bengaluru,Zone 6,3,4,16:00 to 20:00,14-07-2019,14/07/2019 18:13:02,2032,66,168,9,24.0,4.6,19.4,14.1,
Bengaluru,Zone 6,3,4,20:00 to 00:00,14-07-2019,14/07/2019 20:24:57,2100,73,201,18,34.2,6.6,27.7,14.1,
Bengaluru,Zone 6,3,4,00:00 to 04:00,14-07-2019,14/07/2019 03:03:23,2081,66,193,15,31.7,6.1,25.6,10.6,
Bengaluru,Zone 6,3,4,04:00 to 08.00,14-07-2019,14/07/2019 05:14:45,2038,75,96,15,29.6,5.7,23.9,11.8,
Bengaluru,Zone 6,3,4,08:00 to 12:00,14-07-2019,14/07/2019 09:04:33,1925,69,171,14,29.9,5.8,24.2,15.8,
Bengaluru,Zone 6,3,4,12:00 to 16:00,14-07-2019,14/07/2019 13:04:09,2051,71,101,9,31.9,6.1,25.8,14.1,
Bengaluru,Zone 6,3,4,16:00 to 20:00,14-07-2019,14/07/2019 19:45:50,1955,72,171,12,27.8,5.4,22.5,11.3,
Bengaluru,Zone 6,3,4,20:00 to 00:00,14-07-2019,14/07/2019 22:14:48,2023,67,204,8,27.4,5.3,22.1,14.7,
Bengaluru,Zone 6,3,5,00:00 to 04:00,15-07-2019,15/07/2019 02:28:22,2093,73,192,8,23.7,4.6,19.1,10.2,
Bengaluru,Zone 6,3,5,04:00 to 08.00,15-07-2019,15/07/2019 07:53:44,2095,71,85,11,32.8,6.3,26.5,12.4,
Bengaluru,Zone 6,3,5,08:00 to 12:00,15-07-2019,15/07/2019 11:27:40,1908,74,167,9,30.9,6.0,25.0,13.8,
Bengaluru,Zone 6,3,5,12:00 to 16:00,15-07-2019,15/07/2019 13:17:45,2029,73,95,18,24.2,4.7,19.5,13.1,
Bengaluru,Zone 6,3,5,16:00 to 20:00,15-07-2019,15/07/2019 18:37:47,1935,68,163,10,26.7,5.1,21.6,11.2,
Bengaluru,Zone 6,3,5,20:00 to 00:00,15-07-2019,15/07/2019 22:27:00,1903,68,204,14,24.5,4.7,19.8,10.4,
Bengaluru,Zone 6,3,6,00:00 to 04:00,16-07-2019,16/07/2019 01:05:15,2032,69,193,17,31.9,6.1,25.8,13.5,
Bengaluru,Zone 6,3,6,04:00 to 08.00,16-07-2019,16/07/2019 05:29:51,1983,67,102,8,32.3,6.2,26.1,10.4,
Bengaluru,Zone 6,3,6,08:00 to 12:00,16-07-2019,16/07/2019 10:24:06,1946,70,179,10,28.8,5.5,23.3,12.9,
Bengaluru,Zone 6,3,6,12:00 to 16:00,16-07-2019,16/07/2019 12:28:59,1920,74,98,16,28.8,5.5,23.3,11.5,
Bengaluru,Zone 6,3,6,16:00 to 20:00,16-07-2019,16/07/2019 17:40:07,2033,67,170,17,31.8,6.1,25.7,11.2,
Bengaluru,Zone 6,3,6,20:00 to 00:00,16-07-2019,16/07/2019 22:09:50,1941,66,206,8,30.6,5.9,24.8,9.5,
Bengaluru,Zone 6,3,7,00:00 to 04:00,17-07-2019,17/07/2019 02:50:04,1967,71,198,9,29.3,5.6,23.7,12.2,
Bengaluru,Zone 6,3,7,04:00 to 08.00,17-07-2019,17/07/2019 06:36:15,1943,67,97,13,30.4,5.8,24.5,10.2,
Bengaluru,Zone 6,3,7,08:00 to 12:00,17-07-2019,17/07/2019 09:39:43,2091,72,171,10,23.6,4.5,19.1,10.6,
Bengaluru,Zone 6,3,7,12:00 to 16:00,17-07-2019,17/07/2019 12:35:46,2050,71,95,18,31.1,6.0,25.2,15.0,
Bengaluru,Zone 6,3,7,16:00 to 20:00,17-07-2019,17/07/2019 17:35:14,1957,75,164,15,28.9,5.6,23.4,14.4,
Bengaluru,Zone 6,3,7,20:00 to 00:00,17-07-2019,17/07/2019 20:44:32,2013,66,205,8,27.4,5.3,22.2,15.7,
Bengaluru,Zone 7,3,1,00:00 to 04:00,11-07-2019,11/07/2019 02:37:25,1934,72,198,15,23.2,4.5,18.8,9.8,
Bengaluru,Zone 7,3,1,04:00 to 08.00,11-07-2019,11/07/2019 04:13:14,2082,68,103,11,22.1,4.3,17.8,11.4,
Bengaluru,Zone 7,3,1,08:00 to 12:00,11-07-2019,11/07/2019 10:18:36,2099,74,177,10,27.2,5.2,22.0,11.8,
Bengaluru,Zone 7,3,1,12:00 to 16:00,11-07-2019,11/07/2019 13:53:28,1959,73,93,8,23.9,4.6,19.3,15.6,
Bengaluru,Zone 7,3,1,16:00 to 20:00,11-07-2019,11/07/2019 18:19:23,2004,67,168,10,22.8,4.4,18.4,14.1,
Bengaluru,Zone 7,3,1,20:00 to 00:00,11-07-2019,11/07/2019 20:47:37,1961,69,207,10,23.6,4.5,19.0,15.1,
Bengaluru,Zone 7,3,2,00:00 to 04:00,12-07-2019,12/07/2019 03:19:02,2075,72,199,10,23.3,4.5,18.8,12.1,
Bengaluru,Zone 7,3,2,04:00 to 08.00,12-07-2019,12/07/2019 04:20:02,2029,67,91,9,27.3,5.3,22.1,14.7,
Bengaluru,Zone 7,3,2,08:00 to 12:00,12-07-2019,12/07/2019 11:57:12,2065,68,170,8,26.6,5.1,21.5,12.2,
Bengaluru,Zone 7,3,2,12:00 to 16:00,12-07-2019,12/07/2019 13:16:58,2064,71,94,10,23.0,4.4,18.6,14.3,
Bengaluru,Zone 7,3,2,16:00 to 20:00,12-07-2019,12/07/2019 18:26:28,2075,71,161,14,27.6,5.3,22.3,12.3,
Bengaluru,Zone 7,3,2,20:00 to 00:00,12-07-2019,12/07/2019 20:32:26,1975,68,205,14,24.5,4.7,19.8,12.0,
Bengaluru,Zone 7,3,4,00:00 to 04:00,14-07-2019,14/07/2019 00:56:52,2048,73,191,12,26.2,5.1,21.2,12.8,
Bengaluru,Zone 7,3,4,04:00 to 08.00,14-07-2019,14/07/2019 07:03:21,1942,70,104,15,26.3,5.1,21.2,11.0,
Bengaluru,Zone 7,3,4,08:00 to 12:00,14-07-2019,14/07/2019 09:02:12,2100,74,167,14,24.5,4.7,19.8,12.1,
Bengaluru,Zone 7,3,4,12:00 to 16:00,14-07-2019,14/07/2019 15:52:06,1942,73,98,10,26.6,5.1,21.5,10.2,
Bengaluru,Zone 7,3,4,16:00 to 20:00,14-07-2019,14/07/2019 16:47:11,2063,75,163,11,26.7,5.1,21.6,15.4,
Bengaluru,Zone 7,3,4,20:00 to 00:00,14-07-2019,14/07/2019 21:25:40,1989,72,200,13,24.1,4.6,19.5,12.6,
Bengaluru,Zone 7,3,4,00:00 to 04:00,14-07-2019,14/07/2019 03:37:17,2074,66,197,14,24.8,4.8,20.0,10.9,
Bengaluru,Zone 7,3,4,04:00 to 08.00,14-07-2019,14/07/2019 06:07:41,1986,70,85,11,23.0,4.4,18.6,14.7,
Bengaluru,Zone 7,3,4,08:00 to 12:00,14-07-2019,14/07/2019 10:40:57,1967,67,178,8,26.5,5.1,21.4,10.7,
Bengaluru,Zone 7,3,4,12:00 to 16:00,14-07-2019,14/07/2019 14:44:55,2037,73,94,13,23.9,4.6,19.3,11.7,
Bengaluru,Zone 7,3,4,16:00 to 20:00,14-07-2019,14/07/2019 16:35:45,1980,69,170,14,23.4,4.5,18.9,15.1,
Bengaluru,Zone 7,3,4,20:00 to 00:00,14-07-2019,14/07/2019 22:48:25,1932,66,201,9,24.9,4.8,20.1,14.1,
Bengaluru,Zone 7,3,5,00:00 to 04:00,15-07-2019,15/07/2019 03:36:08,1959,75,200,12,24.6,4.7,19.8,10.6,
Bengaluru,Zone 7,3,5,04:00 to 08.00,15-07-2019,15/07/2019 05:12:41,1931,69,100,10,25.1,4.8,20.3,14.5,
Bengaluru,Zone 7,3,5,08:00 to 12:00,15-07-2019,15/07/2019 09:58:08,2032,72,180,12,22.7,4.4,18.3,9.6,
Bengaluru,Zone 7,3,5,12:00 to 16:00,15-07-2019,15/07/2019 15:41:16,2080,70,101,13,27.6,5.3,22.3,9.8,
Bengaluru,Zone 7,3,5,16:00 to 20:00,15-07-2019,15/07/2019 16:55:09,2078,69,173,9,26.3,5.1,21.3,11.0,
Bengaluru,Zone 7,3,5,20:00 to 00:00,15-07-2019,15/07/2019 22:57:51,1944,72,201,9,22.3,4.3,18.0,15.4,
Bengaluru,Zone 7,3,6,00:00 to 04:00,16-07-2019,16/07/2019 02:04:25,1980,73,193,10,24.3,4.7,19.6,14.8,
Bengaluru,Zone 7,3,6,04:00 to 08.00,16-07-2019,16/07/2019 04:39:19,1908,70,97,11,22.4,4.3,18.1,12.9,
Bengaluru,Zone 7,3,6,08:00 to 12:00,16-07-2019,16/07/2019 09:10:06,1968,71,179,15,25.9,5.0,20.9,12.9,
Bengaluru,Zone 7,3,6,12:00 to 16:00,16-07-2019,16/07/2019 14:04:50,1930,72,91,9,24.9,4.8,20.1,14.8,
Bengaluru,Zone 7,3,6,16:00 to 20:00,16-07-2019,16/07/2019 16:43:31,2021,66,168,14,23.9,4.6,19.3,12.1,
Bengaluru,Zone 7,3,6,20:00 to 00:00,16-07-2019,16/07/2019 20:13:53,1910,68,206,11,22.0,4.2,17.8,10.6,
Bengaluru,Zone 7,3,7,00:00 to 04:00,17-07-2019,17/07/2019 02:52:22,2096,70,200,9,25.3,4.9,20.5,12.3,
Bengaluru,Zone 7,3,7,04:00 to 08.00,17-07-2019,17/07/2019 07:43:16,1931,74,87,10,22.6,4.4,18.3,12.3,
Bengaluru,Zone 7,3,7,08:00 to 12:00,17-07-2019,17/07/2019 09:00:24,2049,72,166,12,22.6,4.3,18.2,14.0,
Bengaluru,Zone 7,3,7,12:00 to 16:00,17-07-2019,17/07/2019 14:13:44,1979,70,92,10,22.7,4.4,18.3,11.0,
Bengaluru,Zone 7,3,7,16:00 to 20:00,17-07-2019,17/07/2019 18:54:44,2086,67,167,14,24.4,4.7,19.7,9.6,
Bengaluru,Zone 7,3,7,20:00 to 00:00,17-07-2019,17/07/2019 23:30:44,1967,70,207,13,26.1,5.0,21.1,10.4,
Bengaluru,Zone 8,3,1,00:00 to 04:00,11-07-2019,11/07/2019 00:59:57,2080,74,192,11,25.8,5.0,20.8,14.1,
Bengaluru,Zone 8,3,1,04:00 to 08.00,11-07-2019,11/07/2019 07:16:24,1961,71,93,15,25.9,5.0,20.9,16.0,
Bengaluru,Zone 8,3,1,08:00 to 12:00,11-07-2019,11/07/2019 11:48:07,1924,71,179,11,26.6,5.1,21.5,18.9,
Bengaluru,Zone 8,3,1,12:00 to 16:00,11-07-2019,11/07/2019 14:02:44,1999,75,101,15,24.3,4.7,19.7,17.0,
Bengaluru,Zone 8,3,1,16:00 to 20:00,11-07-2019,11/07/2019 16:32:38,1983,75,165,18,27.3,5.3,22.1,16.3,
Bengaluru,Zone 8,3,1,20:00 to 00:00,11-07-2019,11/07/2019 22:08:02,1911,75,201,15,27.1,5.2,21.9,13.0,
Bengaluru,Zone 8,3,2,00:00 to 04:00,12-07-2019,12/07/2019 00:19:23,2064,70,192,8,23.8,4.6,19.2,13.5,
Bengaluru,Zone 8,3,2,04:00 to 08.00,12-07-2019,12/07/2019 04:50:57,1933,70,87,14,29.5,5.7,23.8,18.2,
Bengaluru,Zone 8,3,2,08:00 to 12:00,12-07-2019,12/07/2019 09:17:22,1903,71,173,16,34.7,6.7,28.1,14.9,
Bengaluru,Zone 8,3,2,12:00 to 16:00,12-07-2019,12/07/2019 14:39:57,2010,72,100,10,26.2,5.0,21.1,13.1,
Bengaluru,Zone 8,3,2,16:00 to 20:00,12-07-2019,12/07/2019 18:26:12,2093,69,175,9,32.6,6.3,26.4,18.0,
Bengaluru,Zone 8,3,2,20:00 to 00:00,12-07-2019,12/07/2019 20:50:57,2061,69,207,13,34.8,6.7,28.1,17.7,
Bengaluru,Zone 8,3,4,00:00 to 04:00,14-07-2019,14/07/2019 02:29:22,1987,75,198,16,29.8,5.7,24.1,16.4,
Bengaluru,Zone 8,3,4,04:00 to 08.00,14-07-2019,14/07/2019 07:05:17,1963,72,101,9,30.8,5.9,24.9,13.0,
Bengaluru,Zone 8,3,4,08:00 to 12:00,14-07-2019,14/07/2019 08:24:31,1902,73,179,10,30.4,5.9,24.6,16.1,
Bengaluru,Zone 8,3,4,12:00 to 16:00,14-07-2019,14/07/2019 12:19:37,2097,72,95,8,32.6,6.3,26.4,17.4,
Bengaluru,Zone 8,3,4,16:00 to 20:00,14-07-2019,14/07/2019 17:54:15,2078,66,172,13,28.7,5.5,23.2,14.0,
Bengaluru,Zone 8,3,4,20:00 to 00:00,14-07-2019,14/07/2019 23:49:18,2069,75,205,15,24.1,4.6,19.5,15.2,
Bengaluru,Zone 8,3,4,00:00 to 04:00,14-07-2019,14/07/2019 02:29:32,2090,73,198,11,30.5,5.9,24.6,16.7,
Bengaluru,Zone 8,3,4,04:00 to 08.00,14-07-2019,14/07/2019 04:51:04,1919,72,105,12,26.1,5.0,21.1,15.5,
Bengaluru,Zone 8,3,4,08:00 to 12:00,14-07-2019,14/07/2019 09:32:27,2047,67,175,15,24.4,4.7,19.7,14.0,
Bengaluru,Zone 8,3,4,12:00 to 16:00,14-07-2019,14/07/2019 12:47:38,1981,75,94,15,25.2,4.9,20.4,15.2,
Bengaluru,Zone 8,3,4,16:00 to 20:00,14-07-2019,14/07/2019 16:32:10,1910,66,180,10,25.4,4.9,20.5,17.4,
Bengaluru,Zone 8,3,4,20:00 to 00:00,14-07-2019,14/07/2019 23:11:16,1979,67,200,13,34.9,6.7,28.2,14.6,
Bengaluru,Zone 8,3,5,00:00 to 04:00,15-07-2019,15/07/2019 00:01:30,1985,66,196,16,30.7,5.9,24.8,17.1,
Bengaluru,Zone 8,3,5,04:00 to 08.00,15-07-2019,15/07/2019 05:21:45,1973,72,103,12,30.0,5.8,24.2,18.5,
Bengaluru,Zone 8,3,5,08:00 to 12:00,15-07-2019,15/07/2019 10:14:40,1998,71,175,9,23.4,4.5,18.9,16.3,
Bengaluru,Zone 8,3,5,12:00 to 16:00,15-07-2019,15/07/2019 12:12:53,1961,73,99,17,29.0,5.6,23.4,13.0,
Bengaluru,Zone 8,3,5,16:00 to 20:00,15-07-2019,15/07/2019 19:56:40,2052,68,176,8,32.2,6.2,26.0,17.5,
Bengaluru,Zone 8,3,5,20:00 to 00:00,15-07-2019,15/07/2019 20:15:13,2010,73,202,16,31.4,6.0,25.3,13.7,
Bengaluru,Zone 8,3,6,00:00 to 04:00,16-07-2019,16/07/2019 03:15:22,1909,71,200,11,30.6,5.9,24.7,13.5,
Bengaluru,Zone 8,3,6,04:00 to 08.00,16-07-2019,16/07/2019 06:31:12,2033,73,98,17,27.1,5.2,21.9,15.1,
Bengaluru,Zone 8,3,6,08:00 to 12:00,16-07-2019,16/07/2019 11:19:15,2039,67,177,10,25.9,5.0,20.9,15.7,
Bengaluru,Zone 8,3,6,12:00 to 16:00,16-07-2019,16/07/2019 15:03:33,2015,67,100,16,23.4,4.5,18.9,18.1,
Bengaluru,Zone 8,3,6,16:00 to 20:00,16-07-2019,16/07/2019 16:46:08,2011,69,168,18,24.4,4.7,19.7,18.4,
Bengaluru,Zone 8,3,6,20:00 to 00:00,16-07-2019,16/07/2019 20:59:11,2018,70,208,17,26.8,5.1,21.6,14.9,
Bengaluru,Zone 8,3,7,00:00 to 04:00,17-07-2019,17/07/2019 03:42:44,1963,68,191,12,28.5,5.5,23.0,15.3,
Bengaluru,Zone 8,3,7,04:00 to 08.00,17-07-2019,17/07/2019 07:08:39,2045,71,90,15,31.2,6.0,25.2,13.7,
Bengaluru,Zone 8,3,7,08:00 to 12:00,17-07-2019,17/07/2019 11:06:49,2067,72,177,11,26.4,5.1,21.3,14.1,
Bengaluru,Zone 8,3,7,12:00 to 16:00,17-07-2019,17/07/2019 12:38:04,2058,75,103,17,30.5,5.9,24.6,18.6,
Bengaluru,Zone 8,3,7,16:00 to 20:00,17-07-2019,17/07/2019 19:38:54,1948,74,164,14,31.4,6.0,25.4,14.9,
Bengaluru,Zone 8,3,7,20:00 to 00:00,17-07-2019,17/07/2019 20:25:54,2030,67,208,8,30.9,5.9,25.0,16.8,
Bengaluru,Zone 9,3,1,00:00 to 04:00,11-07-2019,11/07/2019 01:39:25,2066,72,193,14,27.9,5.4,22.5,14.8,
Bengaluru,Zone 9,3,1,04:00 to 08.00,11-07-2019,11/07/2019 05:35:18,2008,72,85,9,28.9,5.6,23.3,14.3,
Bengaluru,Zone 9,3,1,08:00 to 12:00,11-07-2019,11/07/2019 10:52:56,1968,72,171,13,25.7,5.0,20.8,15.9,
Bengaluru,Zone 9,3,1,12:00 to 16:00,11-07-2019,11/07/2019 15:39:18,2075,68,97,14,34.4,6.6,27.8,9.3,
Bengaluru,Zone 9,3,1,16:00 to 20:00,11-07-2019,11/07/2019 18:52:46,2024,71,173,10,33.5,6.4,27.0,13.7,
Bengaluru,Zone 9,3,1,20:00 to 00:00,11-07-2019,11/07/2019 22:15:44,1936,71,202,13,27.1,5.2,21.9,9.3,
Bengaluru,Zone 9,3,2,00:00 to 04:00,12-07-2019,12/07/2019 01:16:23,1952,74,193,9,24.7,4.8,20.0,10.5,
Bengaluru,Zone 9,3,2,04:00 to 08.00,12-07-2019,12/07/2019 04:36:44,1983,67,98,18,25.3,4.9,20.4,12.5,
Bengaluru,Zone 9,3,2,08:00 to 12:00,12-07-2019,12/07/2019 09:04:59,1970,67,165,16,26.1,5.0,21.1,12.3,
Bengaluru,Zone 9,3,2,12:00 to 16:00,12-07-2019,12/07/2019 12:35:09,1945,72,103,15,27.8,5.3,22.4,9.1,
Bengaluru,Zone 9,3,2,16:00 to 20:00,12-07-2019,12/07/2019 19:39:11,1938,71,163,16,33.7,6.5,27.3,14.3,
Bengaluru,Zone 9,3,2,20:00 to 00:00,12-07-2019,12/07/2019 22:25:56,2013,74,210,12,25.7,4.9,20.7,14.9,
Bengaluru,Zone 9,3,4,00:00 to 04:00,14-07-2019,14/07/2019 02:41:42,1935,71,198,8,29.5,5.7,23.9,10.1,
Bengaluru,Zone 9,3,4,04:00 to 08.00,14-07-2019,14/07/2019 04:46:57,2054,66,86,9,29.9,5.8,24.1,14.7,
Bengaluru,Zone 9,3,4,08:00 to 12:00,14-07-2019,14/07/2019 09:21:27,2089,66,172,9,23.7,4.6,19.1,10.8,
Bengaluru,Zone 9,3,4,12:00 to 16:00,14-07-2019,14/07/2019 15:36:24,2002,73,98,9,30.2,5.8,24.4,12.5,
Bengaluru,Zone 9,3,4,16:00 to 20:00,14-07-2019,14/07/2019 16:29:20,2044,75,160,18,24.0,4.6,19.4,11.4,
Bengaluru,Zone 9,3,4,20:00 to 00:00,14-07-2019,14/07/2019 22:35:56,1986,74,207,18,28.4,5.5,22.9,15.8,
Bengaluru,Zone 9,3,4,00:00 to 04:00,14-07-2019,14/07/2019 02:49:16,1983,68,192,15,24.5,4.7,19.8,12.6,
Bengaluru,Zone 9,3,4,04:00 to 08.00,14-07-2019,14/07/2019 06:10:41,1904,69,101,14,27.4,5.3,22.2,13.1,
Bengaluru,Zone 9,3,4,08:00 to 12:00,14-07-2019,14/07/2019 09:00:13,2047,68,169,8,27.2,5.2,22.0,10.7,
Bengaluru,Zone 9,3,4,12:00 to 16:00,14-07-2019,14/07/2019 14:57:43,1995,66,105,17,29.7,5.7,24.0,10.9,
Bengaluru,Zone 9,3,4,16:00 to 20:00,14-07-2019,14/07/2019 17:13:29,2023,74,168,16,30.9,6.0,25.0,15.6,
Bengaluru,Zone 9,3,4,20:00 to 00:00,14-07-2019,14/07/2019 23:21:28,2016,66,201,18,31.8,6.1,25.7,9.3,
Bengaluru,Zone 9,3,5,00:00 to 04:00,15-07-2019,15/07/2019 01:59:42,1901,71,191,10,24.3,4.7,19.6,12.6,
Bengaluru,Zone 9,3,5,04:00 to 08.00,15-07-2019,15/07/2019 04:22:11,1926,67,95,14,23.2,4.5,18.8,9.7,
Bengaluru,Zone 9,3,5,08:00 to 12:00,15-07-2019,15/07/2019 10:25:09,1932,68,176,13,29.4,5.7,23.8,12.7,
Bengaluru,Zone 9,3,5,12:00 to 16:00,15-07-2019,15/07/2019 12:30:16,1944,71,100,8,26.9,5.2,21.8,9.2,
Bengaluru,Zone 9,3,5,16:00 to 20:00,15-07-2019,15/07/2019 17:51:39,2011,70,165,13,31.6,6.1,25.5,15.8,
Bengaluru,Zone 9,3,5,20:00 to 00:00,15-07-2019,15/07/2019 22:38:28,2068,69,200,12,29.1,5.6,23.5,10.6,
Bengaluru,Zone 9,3,6,00:00 to 04:00,16-07-2019,16/07/2019 00:56:55,2055,72,191,13,27.8,5.4,22.5,14.6,
Bengaluru,Zone 9,3,6,04:00 to 08.00,16-07-2019,16/07/2019 07:14:55,1987,71,97,14,34.9,6.7,28.2,9.3,
Bengaluru,Zone 9,3,6,08:00 to 12:00,16-07-2019,16/07/2019 09:39:51,2034,73,180,12,29.4,5.7,23.7,12.2,
Bengaluru,Zone 9,3,6,12:00 to 16:00,16-07-2019,16/07/2019 15:28:18,2025,75,101,9,23.8,4.6,19.2,10.2,
Bengaluru,Zone 9,3,6,16:00 to 20:00,16-07-2019,16/07/2019 18:11:37,1911,69,169,15,23.8,4.6,19.3,12.5,
Bengaluru,Zone 9,3,6,20:00 to 00:00,16-07-2019,16/07/2019 20:40:31,2002,75,210,10,28.6,5.5,23.1,10.6,
Bengaluru,Zone 9,3,7,00:00 to 04:00,17-07-2019,17/07/2019 01:43:03,2080,74,196,14,31.3,6.0,25.3,15.5,
Bengaluru,Zone 9,3,7,04:00 to 08.00,17-07-2019,17/07/2019 04:35:23,2068,72,90,12,25.4,4.9,20.5,12.9,
Bengaluru,Zone 9,3,7,08:00 to 12:00,17-07-2019,17/07/2019 11:31:24,2095,74,168,12,34.1,6.6,27.6,11.5,
Bengaluru,Zone 9,3,7,12:00 to 16:00,17-07-2019,17/07/2019 13:53:34,1937,73,100,10,32.6,6.3,26.4,9.0,
Bengaluru,Zone 9,3,7,16:00 to 20:00,17-07-2019,17/07/2019 19:30:13,1949,66,176,11,26.9,5.2,21.8,14.1,
Bengaluru,Zone 9,3,7,20:00 to 00:00,17-07-2019,17/07/2019 20:40:30,1952,73,208,12,23.5,4.5,19.0,10.6,
Bengaluru,Zone 10,3,1,00:00 to 04:00,11-07-2019,11/07/2019 02:12:55,1907,75,191,16,34.1,6.6,27.6,12.6,
Bengaluru,Zone 10,3,1,04:00 to 08.00,11-07-2019,11/07/2019 05:55:52,1983,66,88,10,26.3,5.1,21.2,9.7,
Bengaluru,Zone 10,3,1,08:00 to 12:00,11-07-2019,11/07/2019 09:13:39,1988,69,166,15,30.8,5.9,24.9,15.7,
Bengaluru,Zone 10,3,1,12:00 to 16:00,11-07-2019,11/07/2019 14:14:12,2003,74,91,9,34.1,6.6,27.5,15.5,
Bengaluru,Zone 10,3,1,16:00 to 20:00,11-07-2019,11/07/2019 17:06:39,1950,75,167,14,30.0,5.8,24.2,13.8,
Bengaluru,Zone 10,3,1,20:00 to 00:00,11-07-2019,11/07/2019 21:07:35,2044,74,203,10,23.5,4.5,19.0,9.5,
Bengaluru,Zone 10,3,2,00:00 to 04:00,12-07-2019,12/07/2019 02:15:30,1938,69,200,15,27.1,5.2,21.9,11.9,
Bengaluru,Zone 10,3,2,04:00 to 08.00,12-07-2019,12/07/2019 05:55:04,1971,70,95,16,24.2,4.7,19.6,12.4,
